icd10_code,description,code_family,chapter,chronic,specificity,hcc_v28_code,hcc_v28_label
M06.012,"Rheumatoid arthritis without rheumatoid factor, left shoulder",M06,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M06.049,"Rheumatoid arthritis without rheumatoid factor, unspecified hand",M06,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M06.061,"Rheumatoid arthritis without rheumatoid factor, right knee",M06,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M06.1,Adult-onset Still's disease,M06,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M06.242,"Rheumatoid bursitis, left hand",M06,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M06.249,"Rheumatoid bursitis, unspecified hand",M06,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M06.271,"Rheumatoid bursitis, right ankle and foot",M06,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M06.279,"Rheumatoid bursitis, unspecified ankle and foot",M06,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M06.332,"Rheumatoid nodule, left wrist",M06,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M06.352,"Rheumatoid nodule, left hip",M06,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M06.359,"Rheumatoid nodule, unspecified hip",M06,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M06.39,"Rheumatoid nodule, multiple sites",M06,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M06.80,"Other specified rheumatoid arthritis, unspecified site",M06,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M06.852,"Other specified rheumatoid arthritis, left hip",M06,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M06.861,"Other specified rheumatoid arthritis, right knee",M06,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M06.89,"Other specified rheumatoid arthritis, multiple sites",M06,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M06.9,"Rheumatoid arthritis, unspecified",M06,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M17.10,"Unilateral primary osteoarthritis, unspecified knee",M17,Diseases of the musculoskeletal system and connective tissue,false,unspecified,,
M25.059,"Hemarthrosis, unspecified hip",M25,Diseases of the musculoskeletal system and connective tissue,false,unspecified,,
M25.271,"Flail joint, right ankle and foot",M25,Diseases of the musculoskeletal system and connective tissue,false,specified,,
M25.339,"Other instability, unspecified wrist",M25,Diseases of the musculoskeletal system and connective tissue,false,unspecified,,
M25.349,"Other instability, unspecified hand",M25,Diseases of the musculoskeletal system and connective tissue,false,unspecified,,
M25.439,"Effusion, unspecified wrist",M25,Diseases of the musculoskeletal system and connective tissue,false,unspecified,,
M25.529,Pain in unspecified elbow,M25,Diseases of the musculoskeletal system and connective tissue,false,unspecified,,
M25.542,Pain in joints of left hand,M25,Diseases of the musculoskeletal system and connective tissue,false,specified,,
M25.572,Pain in left ankle and joints of left foot,M25,Diseases of the musculoskeletal system and connective tissue,false,specified,,
M25.612,"Stiffness of left shoulder, not elsewhere classified",M25,Diseases of the musculoskeletal system and connective tissue,false,specified,,
M25.621,"Stiffness of right elbow, not elsewhere classified",M25,Diseases of the musculoskeletal system and connective tissue,false,specified,,
M25.631,"Stiffness of right wrist, not elsewhere classified",M25,Diseases of the musculoskeletal system and connective tissue,false,specified,,
M25.731,"Osteophyte, right wrist",M25,Diseases of the musculoskeletal system and connective tissue,false,specified,,
M32.10,"Systemic lupus erythematosus, organ or system involvement unspecified",M32,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M32.15,Tubulo-interstitial nephropathy in systemic lupus erythematosus,M32,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M32.19,Other organ or system involvement in systemic lupus erythematosus,M32,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M32.9,"Systemic lupus erythematosus, unspecified",M32,Diseases of the musculoskeletal system and connective tissue,true,unspecified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M45.6,Ankylosing spondylitis lumbar region,M45,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M45.7,Ankylosing spondylitis of lumbosacral region,M45,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M45.8,Ankylosing spondylitis sacral and sacrococcygeal region,M45,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M45.A2,Non-radiographic axial spondyloarthritis of cervical region,M45,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M45.A4,Non-radiographic axial spondyloarthritis of thoracic region,M45,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M45.A5,Non-radiographic axial spondyloarthritis of thoracolumbar region,M45,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M45.A6,Non-radiographic axial spondyloarthritis of lumbar region,M45,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M45.A7,Non-radiographic axial spondyloarthritis of lumbosacral region,M45,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M45.A8,Non-radiographic axial spondyloarthritis of sacral and sacrococcygeal region,M45,Diseases of the musculoskeletal system and connective tissue,true,specified,105,Rheumatoid Arthritis and Specified Autoimmune Disorders
M54.40,"Lumbago with sciatica, unspecified side",M54,Diseases of the musculoskeletal system and connective tissue,false,unspecified,,
M54.41,"Lumbago with sciatica, right side",M54,Diseases of the musculoskeletal system and connective tissue,false,specified,,
M54.42,"Lumbago with sciatica, left side",M54,Diseases of the musculoskeletal system and connective tissue,false,specified,,
M54.50,"Low back pain, unspecified",M54,Diseases of the musculoskeletal system and connective tissue,false,unspecified,,
M54.51,Vertebrogenic low back pain,M54,Diseases of the musculoskeletal system and connective tissue,false,specified,,
M54.59,Other low back pain,M54,Diseases of the musculoskeletal system and connective tissue,false,specified,,
M79.0,"Rheumatism, unspecified",M79,Diseases of the musculoskeletal system and connective tissue,false,unspecified,,
M79.602,Pain in left arm,M79,Diseases of the musculoskeletal system and connective tissue,false,specified,,
M79.604,Pain in right leg,M79,Diseases of the musculoskeletal system and connective tissue,false,specified,,
M79.643,Pain in unspecified hand,M79,Diseases of the musculoskeletal system and connective tissue,false,unspecified,,
M79.646,Pain in unspecified finger(s),M79,Diseases of the musculoskeletal system and connective tissue,false,unspecified,,
M79.652,Pain in left thigh,M79,Diseases of the musculoskeletal system and connective tissue,false,specified,,
M79.669,Pain in unspecified lower leg,M79,Diseases of the musculoskeletal system and connective tissue,false,unspecified,,
M79.676,Pain in unspecified toe(s),M79,Diseases of the musculoskeletal system and connective tissue,false,unspecified,,
M79.89,Other specified soft tissue disorders,M79,Diseases of the musculoskeletal system and connective tissue,false,specified,,
M79.9,"Soft tissue disorder, unspecified",M79,Diseases of the musculoskeletal system and connective tissue,false,unspecified,,
M79.A21,Nontraumatic compartment syndrome of right lower extremity,M79,Diseases of the musculoskeletal system and connective tissue,false,specified,,
M79.A9,Nontraumatic compartment syndrome of other sites,M79,Diseases of the musculoskeletal system and connective tissue,false,specified,,
M86.00,"Acute hematogenous osteomyelitis, unspecified site",M86,Diseases of the musculoskeletal system and connective tissue,true,unspecified,97,Chronic Osteomyelitis
M86.131,"Other acute osteomyelitis, right radius and ulna",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
M86.151,"Other acute osteomyelitis, right femur",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
M86.161,"Other acute osteomyelitis, right tibia and fibula",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
M86.18,"Other acute osteomyelitis, other site",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
M86.19,"Other acute osteomyelitis, multiple sites",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
M86.221,"Subacute osteomyelitis, right humerus",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
M86.251,"Subacute osteomyelitis, right femur",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
M86.259,"Subacute osteomyelitis, unspecified femur",M86,Diseases of the musculoskeletal system and connective tissue,true,unspecified,97,Chronic Osteomyelitis
M86.269,"Subacute osteomyelitis, unspecified tibia and fibula",M86,Diseases of the musculoskeletal system and connective tissue,true,unspecified,97,Chronic Osteomyelitis
M86.319,"Chronic multifocal osteomyelitis, unspecified shoulder",M86,Diseases of the musculoskeletal system and connective tissue,true,unspecified,97,Chronic Osteomyelitis
M86.322,"Chronic multifocal osteomyelitis, left humerus",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
M86.349,"Chronic multifocal osteomyelitis, unspecified hand",M86,Diseases of the musculoskeletal system and connective tissue,true,unspecified,97,Chronic Osteomyelitis
M86.40,"Chronic osteomyelitis with draining sinus, unspecified site",M86,Diseases of the musculoskeletal system and connective tissue,true,unspecified,97,Chronic Osteomyelitis
M86.451,"Chronic osteomyelitis with draining sinus, right femur",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
M86.529,"Other chronic hematogenous osteomyelitis, unspecified humerus",M86,Diseases of the musculoskeletal system and connective tissue,true,unspecified,97,Chronic Osteomyelitis
M86.551,"Other chronic hematogenous osteomyelitis, right femur",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
M86.569,"Other chronic hematogenous osteomyelitis, unspecified tibia and fibula",M86,Diseases of the musculoskeletal system and connective tissue,true,unspecified,97,Chronic Osteomyelitis
M86.572,"Other chronic hematogenous osteomyelitis, left ankle and foot",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
M86.611,"Other chronic osteomyelitis, right shoulder",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
M86.612,"Other chronic osteomyelitis, left shoulder",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
M86.621,"Other chronic osteomyelitis, right humerus",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
M86.641,"Other chronic osteomyelitis, right hand",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
M86.671,"Other chronic osteomyelitis, right ankle and foot",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
M86.8X0,"Other osteomyelitis, multiple sites",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
M86.8X3,"Other osteomyelitis, forearm",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
M86.8X4,"Other osteomyelitis, hand",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
M86.8X6,"Other osteomyelitis, lower leg",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
M86.8X7,"Other osteomyelitis, ankle and foot",M86,Diseases of the musculoskeletal system and connective tissue,true,specified,97,Chronic Osteomyelitis
N17.0,Acute kidney failure with tubular necrosis,N17,Diseases of the genitourinary system,false,specified,,
N18.2,"Chronic kidney disease, stage 2 (mild)",N18,Diseases of the genitourinary system,false,specified,,
N18.30,"Chronic kidney disease, stage 3 unspecified",N18,Diseases of the genitourinary system,true,unspecified,329,"Chronic Kidney Disease, Moderate (Stage 3)"
N18.31,"Chronic kidney disease, stage 3a",N18,Diseases of the genitourinary system,true,specified,329,"Chronic Kidney Disease, Moderate (Stage 3)"
N18.32,"Chronic kidney disease, stage 3b",N18,Diseases of the genitourinary system,true,specified,329,"Chronic Kidney Disease, Moderate (Stage 3)"
N18.4,"Chronic kidney disease, stage 4 (severe)",N18,Diseases of the genitourinary system,true,specified,327,"Chronic Kidney Disease, Severe (Stage 4)"
N18.5,"Chronic kidney disease, stage 5",N18,Diseases of the genitourinary system,true,specified,328,"Chronic Kidney Disease, Stage 5"
N18.6,End stage renal disease,N18,Diseases of the genitourinary system,true,specified,326,End-Stage Renal Disease
N18.9,"Chronic kidney disease, unspecified",N18,Diseases of the genitourinary system,true,unspecified,,
N39.0,"Urinary tract infection, site not specified",N39,Diseases of the genitourinary system,false,specified,,
N39.3,Stress incontinence (female) (male),N39,Diseases of the genitourinary system,false,specified,,
N39.41,Urge incontinence,N39,Diseases of the genitourinary system,false,specified,,
N39.43,Post-void dribbling,N39,Diseases of the genitourinary system,false,specified,,
N39.45,Continuous leakage,N39,Diseases of the genitourinary system,false,specified,,
N39.46,Mixed incontinence,N39,Diseases of the genitourinary system,false,specified,,
N39.490,Overflow incontinence,N39,Diseases of the genitourinary system,false,specified,,
N39.491,Coital incontinence,N39,Diseases of the genitourinary system,false,specified,,
N39.492,Postural (urinary) incontinence,N39,Diseases of the genitourinary system,false,specified,,
N39.498,Other specified urinary incontinence,N39,Diseases of the genitourinary system,false,specified,,
N39.8,Other specified disorders of urinary system,N39,Diseases of the genitourinary system,false,specified,,
N39.9,"Disorder of urinary system, unspecified",N39,Diseases of the genitourinary system,false,unspecified,,
R05.1,Acute cough,R05,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R05.2,Subacute cough,R05,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R05.3,Chronic cough,R05,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R05.4,Cough syncope,R05,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R05.8,Other specified cough,R05,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R05.9,"Cough, unspecified",R05,"Symptoms, signs and abnormal findings, not elsewhere classified",false,unspecified,,
R06.02,Shortness of breath,R06,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R07.9,"Chest pain, unspecified",R07,"Symptoms, signs and abnormal findings, not elsewhere classified",false,unspecified,,
R10.0,Acute abdomen,R10,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R10.10,"Upper abdominal pain, unspecified",R10,"Symptoms, signs and abnormal findings, not elsewhere classified",false,unspecified,,
R10.12,Left upper quadrant pain,R10,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R10.31,Right lower quadrant pain,R10,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R10.32,Left lower quadrant pain,R10,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R10.33,Periumbilical pain,R10,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R10.822,Left upper quadrant rebound abdominal tenderness,R10,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R10.823,Right lower quadrant rebound abdominal tenderness,R10,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R10.825,Periumbilic rebound abdominal tenderness,R10,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R10.826,Epigastric rebound abdominal tenderness,R10,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R10.8A3,Suprapubic tenderness,R10,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R10.A1,"Flank pain, right side",R10,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R11.0,Nausea,R11,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R11.10,"Vomiting, unspecified",R11,"Symptoms, signs and abnormal findings, not elsewhere classified",false,unspecified,,
R11.11,Vomiting without nausea,R11,"Symptoms, signs and abnormal findings, not elsewhere classified",false,unspecified,,
R11.12,Projectile vomiting,R11,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R11.13,Vomiting of fecal matter,R11,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R11.14,Bilious vomiting,R11,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R11.15,Cyclical vomiting syndrome unrelated to migraine,R11,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R11.16,Cannabis hyperemesis syndrome,R11,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R11.2,"Nausea with vomiting, unspecified",R11,"Symptoms, signs and abnormal findings, not elsewhere classified",false,unspecified,,
R26.81,Unsteadiness on feet,R26,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R40.4,Transient alteration of awareness,R40,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R42,Dizziness and giddiness,R42,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R51.0,"Headache with orthostatic component, not elsewhere classified",R51,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R51.9,"Headache, unspecified",R51,"Symptoms, signs and abnormal findings, not elsewhere classified",false,unspecified,,
R53.83,Other fatigue,R53,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R55,Syncope and collapse,R55,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R60.0,Localized edema,R60,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R60.1,Generalized edema,R60,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R60.9,"Edema, unspecified",R60,"Symptoms, signs and abnormal findings, not elsewhere classified",false,unspecified,,
R63.0,Anorexia,R63,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R63.1,Polydipsia,R63,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R63.2,Polyphagia,R63,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R63.30,"Feeding difficulties, unspecified",R63,"Symptoms, signs and abnormal findings, not elsewhere classified",false,unspecified,,
R63.31,"Pediatric feeding disorder, acute",R63,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R63.32,"Pediatric feeding disorder, chronic",R63,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R63.39,Other feeding difficulties,R63,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R63.4,Abnormal weight loss,R63,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R63.5,Abnormal weight gain,R63,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R63.6,Underweight,R63,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
R63.8,Other symptoms and signs concerning food and fluid intake,R63,"Symptoms, signs and abnormal findings, not elsewhere classified",false,specified,,
S72.001Q,"Fracture of unspecified part of neck of right femur, subsequent encounter for open fracture type I or II with malunion",S72,"Injury, poisoning and other consequences of external causes",false,unspecified,,
S72.009D,"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for closed fracture with routine healing",S72,"Injury, poisoning and other consequences of external causes",false,unspecified,,
S72.022R,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S72,"Injury, poisoning and other consequences of external causes",false,specified,,
S72.026B,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for open fracture type I or II",S72,"Injury, poisoning and other consequences of external causes",false,unspecified,,
S72.026D,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with routine healing",S72,"Injury, poisoning and other consequences of external causes",false,unspecified,,
S72.031H,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing",S72,"Injury, poisoning and other consequences of external causes",false,specified,,
S72.032J,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S72,"Injury, poisoning and other consequences of external causes",false,specified,,
S72.033N,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S72,"Injury, poisoning and other consequences of external causes",false,unspecified,,
S72.042N,"Displaced fracture of base of neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S72,"Injury, poisoning and other consequences of external causes",false,specified,,
S72.062M,"Displaced articular fracture of head of left femur, subsequent encounter for open fracture type I or II with nonunion",S72,"Injury, poisoning and other consequences of external causes",false,specified,,
S72.062S,"Displaced articular fracture of head of left femur, sequela",S72,"Injury, poisoning and other consequences of external causes",false,specified,,
S72.066D,"Nondisplaced articular fracture of head of unspecified femur, subsequent encounter for closed fracture with routine healing",S72,"Injury, poisoning and other consequences of external causes",false,unspecified,,
T78.03XA,"Anaphylactic reaction due to other fish, initial encounter",T78,"Injury, poisoning and other consequences of external causes",false,specified,,
T78.03XD,"Anaphylactic reaction due to other fish, subsequent encounter",T78,"Injury, poisoning and other consequences of external causes",false,specified,,
T78.06XA,"Anaphylactic reaction due to food additives, initial encounter",T78,"Injury, poisoning and other consequences of external causes",false,specified,,
T78.06XS,"Anaphylactic reaction due to food additives, sequela",T78,"Injury, poisoning and other consequences of external causes",false,specified,,
T78.071D,"Anaphylactic reaction due to milk and dairy products with reactivity to baked milk, subsequent encounter",T78,"Injury, poisoning and other consequences of external causes",false,specified,,
T78.080D,"Anaphylactic reaction due to egg with tolerance to baked egg, subsequent encounter",T78,"Injury, poisoning and other consequences of external causes",false,specified,,
T78.09XS,"Anaphylactic reaction due to other food products, sequela",T78,"Injury, poisoning and other consequences of external causes",false,specified,,
T78.111A,"Other adverse food reaction due to milk and dairy products with reactivity to baked milk, initial encounter",T78,"Injury, poisoning and other consequences of external causes",false,specified,,
T78.119A,"Other adverse food reaction due to milk and dairy products with baked milk tolerance/reactivity, unspecified, initial encounter",T78,"Injury, poisoning and other consequences of external causes",false,unspecified,,
T78.119D,"Other adverse food reaction due to milk and dairy products with baked milk tolerance/reactivity, unspecified, subsequent encounter",T78,"Injury, poisoning and other consequences of external causes",false,unspecified,,
T78.19XA,"Other adverse food reactions, not elsewhere classified, initial encounter",T78,"Injury, poisoning and other consequences of external causes",false,specified,,
T78.40XD,"Allergy, unspecified, subsequent encounter",T78,"Injury, poisoning and other consequences of external causes",false,unspecified,,
U07.1,COVID-19,U07,Codes for special purposes,false,specified,,
Z00.00,Encounter for general adult medical examination without abnormal findings,Z00,Factors influencing health status and contact with health services,false,unspecified,,
Z00.01,Encounter for general adult medical examination with abnormal findings,Z00,Factors influencing health status and contact with health services,false,specified,,
Z00.110,Health examination for newborn under 8 days old,Z00,Factors influencing health status and contact with health services,false,specified,,
Z00.111,Health examination for newborn 8 to 28 days old,Z00,Factors influencing health status and contact with health services,false,specified,,
Z00.121,Encounter for routine child health examination with abnormal findings,Z00,Factors influencing health status and contact with health services,false,specified,,
Z00.129,Encounter for routine child health examination without abnormal findings,Z00,Factors influencing health status and contact with health services,false,unspecified,,
Z00.2,Encounter for examination for period of rapid growth in childhood,Z00,Factors influencing health status and contact with health services,false,specified,,
Z00.3,Encounter for examination for adolescent development state,Z00,Factors influencing health status and contact with health services,false,specified,,
Z00.6,Encounter for examination for normal comparison and control in clinical research program,Z00,Factors influencing health status and contact with health services,false,specified,,
Z00.70,Encounter for examination for period of delayed growth in childhood without abnormal findings,Z00,Factors influencing health status and contact with health services,false,unspecified,,
Z00.71,Encounter for examination for period of delayed growth in childhood with abnormal findings,Z00,Factors influencing health status and contact with health services,false,specified,,
Z00.8,Encounter for other general examination,Z00,Factors influencing health status and contact with health services,false,specified,,
Z12.11,Encounter for screening for malignant neoplasm of colon,Z12,Factors influencing health status and contact with health services,false,specified,,
Z13.1,Encounter for screening for diabetes mellitus,Z13,Factors influencing health status and contact with health services,false,specified,,
Z13.21,Encounter for screening for nutritional disorder,Z13,Factors influencing health status and contact with health services,false,specified,,
Z13.228,Encounter for screening for other metabolic disorders,Z13,Factors influencing health status and contact with health services,false,specified,,
Z13.31,Encounter for screening for depression,Z13,Factors influencing health status and contact with health services,false,specified,,
Z13.32,Encounter for screening for maternal depression,Z13,Factors influencing health status and contact with health services,false,specified,,
Z13.71,Encounter for nonprocreative screening for genetic disease carrier status,Z13,Factors influencing health status and contact with health services,false,specified,,
Z13.79,Encounter for other screening for genetic and chromosomal anomalies,Z13,Factors influencing health status and contact with health services,false,specified,,
Z13.810,Encounter for screening for upper gastrointestinal disorder,Z13,Factors influencing health status and contact with health services,false,specified,,
Z13.811,Encounter for screening for lower gastrointestinal disorder,Z13,Factors influencing health status and contact with health services,false,specified,,
Z13.83,Encounter for screening for respiratory disorder NEC,Z13,Factors influencing health status and contact with health services,false,specified,,
Z13.850,Encounter for screening for traumatic brain injury,Z13,Factors influencing health status and contact with health services,false,specified,,
Z13.88,Encounter for screening for disorder due to exposure to contaminants,Z13,Factors influencing health status and contact with health services,false,specified,,
Z23,Encounter for immunization,Z23,Factors influencing health status and contact with health services,false,specified,,
Z68.41,"Body mass index [BMI] 40.0-44.9, adult",Z68,Factors influencing health status and contact with health services,false,specified,,
Z94.0,Kidney transplant status,Z94,Factors influencing health status and contact with health services,true,specified,,
Z99.2,Dependence on renal dialysis,Z99,Factors influencing health status and contact with health services,true,specified,326,End-Stage Renal Disease
